ID,Core Relations
327,movie.rating
328,movie.rating
329,movie.rating
330,movie.rating
331,movie.rating
332,movie.directed_by
333,movie.produced_by
334,none
335,none
336,none
337,none
338,none
339,none
340,movie.produced_by
341,movie.directed_by
342,movie.directed_by
343,movie.directed_by
344,movie.directed_by
345,movie.directed_by
346,movie.directed_by
347,none
348,movie.produced_by
349,movie.produced_by
350,movie.language
351,movie.directed_by
352,none
353,none
354,movie.directed_by
355,none
356,none
357,none
358,movie.directed_by
359,none
360,none
361,movie.directed_by
362,none
363,movie.starring.actor
364,movie.starring.actor
365,none
366,movie.country
367,movie.country
368,movie.country
369,movie.language
370,movie.language
371,movie.produced_by
372,none
373,none
374,none
375,movie.starring.actor
376,movie.directed_by
377,movie.starring.actor
378,movie.starring.actor
379,movie.starring.actor
380,movie.directed_by
381,movie.produced_by
382,movie.produced_by
383,movie.produced_by
384,movie.starring.actor
385,movie.produced_by
386,movie.directed_by
387,movie.directed_by
388,movie.directed_by
389,movie.produced_by
390,movie.produced_by
391,movie.production_companies
392,movie.production_companies
393,movie.production_companies
394,movie.production_companies
395,none
396,none
397,none
398,none
399,none
400,none
401,none
402,none
403,none
404,movie.starring.actor
405,movie.starring.actor
406,movie.starring.actor
407,movie.production_companies
408,movie.production_companies
409,movie.production_companies
410,none
411,none
412,movie.directed_by
413,movie.country
414,none
415,movie.production_companies
416,movie.language
417,movie.starring.actor
418,movie.starring.actor
419,movie.starring.actor
420,none
421,movie.starring.actor
422,movie.directed_by
423,none
424,none
425,movie.directed_by
426,movie.directed_by
427,movie.produced_by
428,movie.starring.actor
429,movie.starring.actor
430,movie.starring.actor
431,movie.rating
432,movie.rating
433,movie.rating
434,movie.rating
435,movie.rating
436,movie.rating
437,movie.rating
438,movie.rating
439,movie.rating
440,movie.rating
441,movie.rating
442,none
443,movie.language
444,none
445,none
446,none
447,none
448,none
449,none
450,movie.directed_by
451,movie.directed_by
452,movie.directed_by
453,movie.language
454,movie.language
455,none
456,none
457,movie.rating
458,none
459,movie.directed_by
460,movie.produced_by
461,movie.produced_by
462,movie.produced_by
463,movie.produced_by
464,movie.produced_by
465,movie.produced_by
466,movie.starring.actor
467,movie.directed_by
468,movie.country
469,none
470,none
471,none
472,none
473,none
474,none
475,none
476,none
477,none
478,none
479,none
480,none
481,none
482,none
483,movie.language
484,none
485,movie.starring.actor
486,none
487,none
488,movie.produced_by
489,none
490,movie.starring.actor
491,none
492,none
493,movie.production_companies
494,movie.subjects
495,movie.initial_release_date
496,none
497,none
498,none
499,none
500,none
501,movie.language
502,movie.language
503,movie.directed_by
504,movie.starring.actor
505,movie.starring.actor
506,movie.starring.actor
507,movie.starring.actor
508,none
509,none
510,none
511,none
512,none
513,none
514,none
515,movie.rating
516,movie.rating
517,movie.rating
518,movie.rating
519,movie.rating
520,movie.rating
521,movie.rating
522,movie.rating
523,movie.directed_by
524,none
525,none
526,movie.starring.actor
527,movie.initial_release_date movie.rating
528,movie.initial_release_date movie.rating
529,movie.produced_by
530,movie.initial_release_date
531,movie.directed_by
532,movie.initial_release_date movie.language
533,movie.starring.actor
534,movie.initial_release_date
535,none
536,none
537,none
538,none
539,none
540,none
541,none
542,none
543,none
544,none
545,none
546,none
547,none
548,none
549,none
550,none
551,none
552,none
553,none
554,none
555,none
556,none
557,none
558,none
559,none
560,none
561,movie.produced_by
562,movie.produced_by
563,movie.produced_by
564,movie.production_companies
565,movie.production_companies
566,movie.production_companies
567,movie.produced_by
568,movie.produced_by
569,movie.production_companies
570,movie.produced_by
571,movie.produced_by
572,movie.produced_by
573,movie.produced_by
574,movie.produced_by
575,movie.produced_by
576,movie.produced_by
577,movie.produced_by
578,none
579,movie.produced_by
580,movie.produced_by
581,movie.estimated_budget
582,movie.produced_by
583,movie.produced_by
584,movie.produced_by
585,none
586,movie.produced_by
587,movie.produced_by
588,movie.produced_by
589,movie.production_companies
590,movie.production_companies
591,movie.produced_by
592,movie.produced_by
593,movie.production_companies
594,movie.production_companies
595,movie.produced_by
596,movie.produced_by
597,movie.produced_by
598,movie.produced_by
599,movie.produced_by
600,movie.rating
601,movie.gross_revenue
602,movie.gross_revenue
603,movie.gross_revenue
604,none
605,movie.gross_revenue
606,none
607,none
608,none
609,none
610,none
611,movie.initial_release_date
612,movie.starring.actor movie.starring.character
613,movie.starring.actor
614,movie.starring.actor
615,movie.starring.actor
616,movie.starring.actor
617,movie.starring.actor
618,movie.starring.actor
619,movie.starring.actor
620,movie.starring.actor
621,none
622,movie.starring.actor
623,none
624,none
625,movie.starring.actor
626,movie.starring.actor
627,movie.starring.actor
628,movie.starring.actor
629,movie.starring.actor
630,none
631,movie.starring.actor
632,movie.starring.actor
633,none
634,movie.estimated_budget
635,none
636,none
637,none
638,none
639,none
640,none
641,none
642,none
643,none
644,none
645,none
646,none
647,none
648,none
649,none
650,none
651,none
652,movie.country
653,movie.country
654,movie.country
655,none
656,movie.country
657,movie.country
658,movie.initial_release_date
659,movie.initial_release_date
660,none
661,movie.initial_release_date
662,movie.initial_release_date
663,movie.initial_release_date
664,movie.initial_release_date
665,movie.initial_release_date
666,movie.initial_release_date
667,movie.initial_release_date
668,movie.initial_release_date
669,movie.initial_release_date
670,movie.initial_release_date
671,movie.initial_release_date
672,movie.initial_release_date
673,movie.directed_by
674,none
675,none
676,none
677,movie.directed_by
678,movie.language
679,movie.language
680,movie.language
681,movie.language
682,movie.language
683,movie.rating
684,movie.genre
685,none
686,none
687,none
688,none
689,none
690,none
691,none
692,movie.starring.actor
693,none
694,none
695,movie.initial_release_date
696,none
697,none
698,movie.initial_release_date
699,movie.language
700,none
701,none
702,none
703,none
704,movie.directed_by
705,none
706,none
707,none
708,none
709,movie.directed_by
710,movie.directed_by
711,none
712,none
713,movie.directed_by
714,movie.starring.actor
715,none
716,movie.rating
717,none
718,none
719,movie.initial_release_date
720,movie.initial_release_date
721,none
722,none
723,movie.initial_release_date
724,movie.language
725,movie.language
726,movie.language
727,none
728,movie.language
729,movie.language
730,movie.language
731,movie.language
732,movie.language
733,movie.language
734,movie.language
735,movie.language
736,movie.language
737,movie.language
738,movie.language
739,movie.language
740,movie.language
741,movie.language
742,none
743,movie.produced_by
744,none
745,none
746,movie.produced_by
747,movie.production_companies
748,movie.production_companies
749,movie.production_companies
750,movie.rating
751,movie.rating
752,none
753,movie.rating
754,movie.rating
755,movie.initial_release_date movie.rating
756,movie.rating
757,none
758,none
759,none
760,movie.starring.actor
761,movie.starring.actor
762,movie.starring.actor
763,movie.starring.actor
764,none
765,movie.starring.actor
766,movie.starring.actor
767,movie.starring.actor
768,none
769,movie.starring.actor
770,none
771,none
772,none
773,none
774,none
775,none
776,none
777,none
778,none
779,none
780,none
781,none
782,none
783,none
784,none
785,none
786,none
787,movie.subjects
788,none
789,none
790,none
791,none
792,none
793,none
794,none
795,none
796,none
797,movie.language
798,movie.rating
799,none
800,none
801,movie.language
802,movie.directed_by
803,none
804,none
805,none
806,none
807,none
808,none
809,none
810,movie.initial_release_date
811,movie.language
812,none
813,none
814,none
815,movie.initial_release_date
816,none
817,movie.language
818,movie.language
819,movie.language
820,movie.production_companies
821,none
822,none
823,none
824,movie.starring.actor
825,none
826,movie.produced_by
827,movie.production_companies
828,none
829,none
830,none
831,none
832,none
833,none
834,none
835,none
836,none
837,none
838,movie.gross_revenue
839,none
840,none
841,none
842,none
843,none
844,none
845,none
846,none
847,none
848,none
849,none
850,none
851,none
852,none
853,none
854,none
855,none
856,none
857,none
858,none
859,movie.starring.actor
860,movie.starring.actor
861,movie.starring.actor
862,none
863,movie.starring.actor
864,movie.rating
865,none
866,movie.directed_by
867,none
868,movie.initial_release_date
869,none
870,none
871,none
872,none
873,none
874,none
875,movie.produced_by
876,none
877,movie.produced_by
878,none
879,none
880,none
881,movie.rating
882,movie.rating
883,movie.language
884,movie.starring.actor
885,movie.starring.actor
886,none
887,none
888,movie.directed_by
889,none
890,none
891,none
892,movie.directed_by
893,none
894,none
895,none
896,none
897,movie.production_companies
898,movie.initial_release_date
899,movie.initial_release_date
900,none
901,movie.rating
902,movie.production_companies
903,movie.production_companies
904,none
905,movie.initial_release_date
906,movie.initial_release_date
907,none
908,movie.initial_release_date
909,none
910,movie.initial_release_date
911,movie.language
912,movie.country
913,movie.country
914,none
915,movie.rating
916,none
917,movie.language
918,none
919,movie.genre
920,movie.language
921,movie.language
922,movie.language
923,movie.country
924,none
925,none
926,movie.subjects
927,movie.initial_release_date
928,none
929,none
930,movie.production_companies
931,movie.directed_by
932,none
933,none
934,movie.directed_by
935,none
936,movie.produced_by
937,movie.rating
938,movie.rating
939,movie.rating
940,movie.rating
941,movie.rating
942,movie.rating
943,movie.rating
944,movie.rating
945,movie.rating
946,movie.initial_release_date movie.rating
947,movie.rating
948,movie.rating
949,movie.rating
950,movie.rating
951,movie.rating
952,movie.rating
953,movie.rating
954,movie.gross_revenue
955,none
956,none
957,none
958,none
959,none
960,none
961,none
962,movie.rating
963,none
964,none
965,none
966,none
967,none
968,none
969,none
970,none
971,none
972,none
973,none
974,none
975,none
976,none
977,none
978,movie.production_companies
979,movie.initial_release_date
980,movie.country
