ID,Core Relations
644,none
645,none
646,none
647,none
648,none
649,none
650,none
651,none
652,none
653,none
654,none
655,none
656,none
657,none
658,none
659,none
660,none
661,none
662,none
663,none
664,none
665,none
666,none
667,none
668,none
669,none
670,none
671,none
672,none
673,none
674,none
675,none
676,none
677,none
678,none
679,none
680,none
681,none
682,none
683,none
684,none
685,none
686,none
687,none
688,none
689,none
690,none
691,none
692,none
693,none
694,none
695,none
696,none
697,none
698,none
699,none
700,none
701,none
702,none
703,none
704,none
705,none
706,none
707,none
708,none
709,none
710,none
711,none
712,none
713,none
714,none
715,none
716,none
717,none
718,none
719,none
720,none
721,none
722,none
723,none
724,none
725,none
726,none
727,none
728,none
729,none
730,none
731,none
732,none
733,none
734,none
735,none
736,none
737,none
738,none
739,none
740,none
741,none
742,none
743,none
744,none
745,none
746,none
747,none
748,none
749,none
750,none
751,none
752,none
753,none
754,none
755,none
756,none
757,none
758,none
759,none
760,none
761,none
762,none
763,none
764,none
765,none
766,none
767,none
768,none
769,none
770,none
771,none
772,none
773,none
774,none
775,none
776,none
777,none
778,none
779,none
780,none
781,none
782,none
783,none
784,none
785,none
786,none
787,none
788,none
789,none
790,none
791,none
792,none
793,none
794,none
795,none
796,none
797,none
798,none
799,none
800,none
801,none
802,none
803,none
804,none
805,none
806,none
807,none
808,none
809,none
810,none
811,none
812,none
813,none
814,none
815,none
816,none
817,none
818,none
819,none
820,none
821,none
822,none
823,none
824,none
825,none
826,none
827,none
828,none
829,none
830,none
831,none
832,none
833,none
834,none
835,none
836,none
837,none
838,none
839,none
840,none
841,none
842,none
843,none
844,none
845,none
846,none
847,none
848,none
849,none
850,none
851,none
852,none
853,none
854,none
855,none
856,none
857,none
858,none
859,none
860,none
861,none
862,none
863,none
864,none
865,none
866,none
867,none
868,none
869,none
870,none
871,none
872,none
873,none
874,none
875,none
876,none
877,none
878,none
879,none
880,none
881,none
882,none
883,none
884,none
885,none
886,none
887,none
888,none
889,none
890,none
891,none
892,none
893,none
894,none
895,none
896,none
897,none
898,none
899,none
900,none
901,none
902,none
903,none
904,none
905,none
906,none
907,none
908,none
909,none
910,none
911,none
912,none
913,none
914,none
915,none
916,none
917,none
918,none
919,none
920,none
921,none
922,none
923,none
924,none
925,none
926,none
927,none
928,none
929,none
930,none
931,none
932,none
933,none
934,none
935,none
936,none
937,none
938,none
939,none
940,none
941,none
942,none
943,none
944,none
945,none
946,none
947,none
948,none
949,none
950,none
951,none
952,none
953,none
954,none
955,none
956,none
957,none
958,none
959,none
960,none
961,none
962,none
963,none
964,none
965,none
966,none
967,none
968,none
969,none
970,none
971,none
972,none
973,none
974,none
975,none
976,none
977,none
978,none
979,none
980,none
